failure_id,transaction_id,failure_reason,failure_time
4014,32933,insufficient_balance,2023-08-31 00:44:00
4015,32944,timeout,2023-11-26 00:34:00
4016,32947,bank_declined,2023-11-12 00:10:00
4017,32950,network_error,2023-10-18 00:53:00
4018,32974,bank_declined,2023-02-22 00:21:00
4019,32981,bank_declined,2023-11-04 00:15:00
4020,32982,timeout,2023-06-21 00:27:00
4021,32984,network_error,2023-06-21 00:21:00
4022,32985,insufficient_balance,2023-11-17 00:05:00
4023,32988,network_error,2023-08-06 00:54:00
4024,32989,insufficient_balance,2023-12-31 00:29:00
4025,32994,bank_declined,2023-04-02 00:32:00
4026,33003,bank_declined,2023-01-10 00:23:00
4027,33008,bank_declined,2023-10-29 00:18:00
4028,33011,timeout,2023-07-05 00:23:00
4029,33013,insufficient_balance,2023-03-21 00:13:00
4030,33021,insufficient_balance,2023-03-02 00:06:00
4031,33031,insufficient_balance,2023-05-08 00:42:00
4032,33038,network_error,2023-11-18 00:07:00
4033,33039,timeout,2023-03-13 00:40:00
4034,33046,network_error,2023-02-12 00:49:00
4035,33061,timeout,2023-11-01 00:54:00
4036,33069,bank_declined,2023-12-23 00:42:00
4037,33077,insufficient_balance,2023-06-16 00:07:00
4038,33078,bank_declined,2023-03-29 00:34:00
4039,33083,insufficient_balance,2023-11-01 00:55:00
4040,33087,network_error,2023-11-17 00:05:00
4041,33093,bank_declined,2023-07-22 00:28:00
4042,33098,timeout,2023-09-05 00:18:00
4043,33105,bank_declined,2023-03-29 00:00:00
4044,33112,bank_declined,2023-04-06 00:02:00
4045,33125,insufficient_balance,2023-08-05 00:03:00
4046,33128,bank_declined,2023-06-19 00:16:00
4047,33131,insufficient_balance,2023-12-17 00:17:00
4048,33139,network_error,2023-07-29 00:42:00
4049,33142,network_error,2023-06-16 00:24:00
4050,33146,timeout,2023-05-22 00:47:00
4051,33150,timeout,2023-06-02 00:09:00
4052,33153,timeout,2023-11-24 00:35:00
4053,33155,bank_declined,2023-10-11 00:23:00
4054,33160,timeout,2023-05-13 00:30:00
4055,33172,bank_declined,2023-01-11 00:44:00
4056,33190,network_error,2023-02-25 00:25:00
4057,33206,insufficient_balance,2023-11-19 00:36:00
4058,33207,network_error,2023-05-14 00:05:00
4059,33211,network_error,2023-08-10 00:53:00
4060,33216,network_error,2023-06-02 00:28:00
4061,33218,network_error,2023-03-30 00:36:00
4062,33219,bank_declined,2023-06-01 00:49:00
4063,33225,network_error,2023-09-26 00:07:00
4064,33227,insufficient_balance,2023-12-22 00:13:00
4065,33273,bank_declined,2023-06-14 00:52:00
4066,33275,bank_declined,2023-12-12 00:52:00
4067,33278,bank_declined,2023-04-25 00:18:00
4068,33289,bank_declined,2023-08-27 00:45:00
4069,33318,insufficient_balance,2023-04-02 00:29:00
4070,33321,network_error,2023-01-29 00:20:00
4071,33323,network_error,2023-02-17 00:31:00
4072,33325,timeout,2023-11-05 00:55:00
4073,33331,timeout,2023-05-02 00:54:00
4074,33335,timeout,2023-07-27 00:07:00
4075,33343,timeout,2023-11-13 00:55:00
4076,33347,bank_declined,2023-09-14 00:56:00
4077,33367,insufficient_balance,2023-06-07 00:09:00
4078,33370,insufficient_balance,2023-12-18 00:14:00
4079,33376,network_error,2023-05-24 00:22:00
4080,33392,insufficient_balance,2023-10-01 00:50:00
4081,33396,bank_declined,2023-02-20 00:53:00
4082,33441,network_error,2023-06-01 00:37:00
4083,33442,insufficient_balance,2023-11-21 00:48:00
4084,33444,network_error,2023-06-23 00:05:00
4085,33450,bank_declined,2023-06-13 00:09:00
4086,33473,timeout,2023-03-03 00:52:00
4087,33475,bank_declined,2023-04-25 00:15:00
4088,33479,network_error,2023-10-22 00:36:00
4089,33506,bank_declined,2023-08-08 00:06:00
4090,33513,timeout,2023-02-06 00:48:00
4091,33526,insufficient_balance,2023-06-15 00:48:00
4092,33528,insufficient_balance,2023-08-03 00:37:00
4093,33532,insufficient_balance,2023-12-29 00:57:00
4094,33555,timeout,2023-12-12 00:14:00
4095,33562,network_error,2023-07-25 00:44:00
4096,33569,timeout,2023-09-26 00:36:00
4097,33571,timeout,2023-07-28 00:44:00
4098,33581,bank_declined,2023-10-18 00:45:00
4099,33583,insufficient_balance,2023-02-21 00:04:00
4100,33586,bank_declined,2023-01-24 00:24:00
4101,33594,bank_declined,2023-12-07 00:40:00
4102,33598,insufficient_balance,2023-08-17 00:14:00
4103,33605,network_error,2023-04-11 00:49:00
4104,33639,bank_declined,2023-06-21 00:35:00
4105,33640,network_error,2023-04-25 00:26:00
4106,33642,timeout,2023-09-16 00:31:00
4107,33652,insufficient_balance,2023-08-15 00:05:00
4108,33659,insufficient_balance,2023-08-01 00:16:00
4109,33669,bank_declined,2023-09-27 00:16:00
4110,33671,timeout,2023-07-12 00:14:00
4111,33673,network_error,2023-12-08 00:54:00
4112,33674,timeout,2023-10-28 00:20:00
4113,33685,bank_declined,2023-03-31 00:48:00
4114,33701,bank_declined,2023-01-19 00:52:00
4115,33702,bank_declined,2023-05-10 00:36:00
4116,33728,timeout,2023-09-09 00:23:00
4117,33747,timeout,2023-11-01 00:22:00
4118,33770,insufficient_balance,2023-10-18 00:06:00
4119,33779,bank_declined,2023-11-25 00:06:00
4120,33785,network_error,2023-12-13 00:44:00
4121,33790,bank_declined,2023-08-08 00:48:00
4122,33792,network_error,2023-08-18 00:48:00
4123,33796,bank_declined,2023-01-06 00:45:00
4124,33797,insufficient_balance,2023-07-07 00:21:00
4125,33799,insufficient_balance,2023-12-05 00:48:00
4126,33811,insufficient_balance,2023-03-04 00:19:00
4127,33827,network_error,2023-06-09 00:26:00
4128,33837,timeout,2023-11-09 00:30:00
4129,33838,timeout,2023-01-02 00:01:00
4130,33851,insufficient_balance,2023-01-15 00:59:00
4131,33853,timeout,2023-04-29 00:12:00
4132,33867,insufficient_balance,2023-11-01 00:08:00
4133,33876,timeout,2023-12-27 00:29:00
4134,33881,timeout,2023-05-24 00:51:00
4135,33894,bank_declined,2023-06-01 00:00:00
4136,33903,bank_declined,2023-01-20 00:00:00
4137,33906,insufficient_balance,2023-01-13 00:52:00
4138,33911,bank_declined,2023-01-31 00:10:00
4139,33912,timeout,2023-10-20 00:41:00
4140,33927,network_error,2023-03-17 00:24:00
4141,33946,insufficient_balance,2023-07-11 00:22:00
4142,33955,network_error,2023-04-28 00:32:00
4143,33956,network_error,2023-05-02 00:29:00
4144,33967,bank_declined,2023-06-06 00:47:00
4145,33977,timeout,2023-04-30 00:46:00
4146,33980,bank_declined,2023-05-03 00:32:00
4147,33984,insufficient_balance,2023-02-24 00:29:00
4148,33996,timeout,2023-10-30 00:26:00
4149,34003,bank_declined,2023-05-04 00:10:00
4150,34010,bank_declined,2023-11-15 00:27:00
4151,34018,timeout,2023-11-28 00:55:00
4152,34022,network_error,2023-06-09 00:32:00
4153,34023,timeout,2023-03-31 00:01:00
4154,34029,bank_declined,2023-11-17 00:39:00
4155,34034,bank_declined,2023-07-03 00:02:00
4156,34035,bank_declined,2023-06-20 00:22:00
4157,34041,timeout,2023-09-19 00:12:00
4158,34045,insufficient_balance,2023-01-24 00:03:00
4159,34069,timeout,2023-04-20 00:47:00
4160,34091,bank_declined,2023-09-20 00:10:00
4161,34100,timeout,2023-11-26 00:45:00
4162,34109,timeout,2023-04-13 00:15:00
4163,34110,timeout,2023-07-06 00:14:00
4164,34134,network_error,2023-07-12 00:36:00
4165,34138,bank_declined,2023-09-24 00:56:00
4166,34139,insufficient_balance,2023-05-31 00:57:00
4167,34158,timeout,2023-05-07 00:22:00
4168,34160,timeout,2023-09-26 00:42:00
4169,34165,network_error,2023-11-15 00:56:00
4170,34211,timeout,2023-08-16 00:45:00
4171,34215,insufficient_balance,2023-10-25 00:10:00
4172,34216,bank_declined,2023-03-16 00:45:00
4173,34222,network_error,2023-08-11 00:05:00
4174,34230,timeout,2023-03-23 00:18:00
4175,34235,network_error,2023-09-30 00:32:00
4176,34244,insufficient_balance,2023-06-13 00:11:00
4177,34268,network_error,2023-06-12 00:34:00
4178,34269,insufficient_balance,2023-10-05 00:16:00
4179,34284,insufficient_balance,2023-12-16 00:49:00
4180,34289,network_error,2023-04-18 00:53:00
4181,34293,insufficient_balance,2023-11-22 00:31:00
4182,34296,insufficient_balance,2023-08-07 00:30:00
4183,34309,insufficient_balance,2023-12-14 00:15:00
4184,34311,timeout,2023-05-08 00:41:00
4185,34319,network_error,2023-01-25 00:29:00
4186,34321,network_error,2023-07-29 00:22:00
4187,34339,network_error,2023-11-27 00:33:00
4188,34350,network_error,2023-01-22 00:32:00
4189,34354,network_error,2023-06-20 00:36:00
4190,34361,bank_declined,2023-05-14 00:32:00
4191,34369,insufficient_balance,2023-10-26 00:52:00
4192,34397,insufficient_balance,2023-01-28 00:19:00
4193,34400,bank_declined,2023-09-19 00:46:00
4194,34416,insufficient_balance,2023-01-01 00:03:00
4195,34422,network_error,2023-12-05 00:45:00
4196,34423,bank_declined,2023-07-30 00:34:00
4197,34425,timeout,2023-06-26 00:27:00
4198,34428,timeout,2023-06-09 00:01:00
4199,34456,timeout,2023-11-06 00:58:00
4200,34471,insufficient_balance,2023-09-13 00:39:00
4201,34478,insufficient_balance,2023-04-27 00:38:00
4202,34485,network_error,2023-12-18 00:25:00
4203,34486,insufficient_balance,2023-04-26 00:39:00
4204,34510,network_error,2023-05-17 00:18:00
4205,34513,insufficient_balance,2023-10-16 00:40:00
4206,34538,bank_declined,2023-12-18 00:07:00
4207,34562,network_error,2023-02-15 00:30:00
4208,34574,insufficient_balance,2023-03-11 00:30:00
4209,34580,timeout,2023-04-21 00:47:00
4210,34589,network_error,2023-04-15 00:45:00
4211,34605,timeout,2023-05-06 00:49:00
4212,34617,insufficient_balance,2023-02-06 00:47:00
4213,34624,network_error,2023-02-07 00:25:00
4214,34628,network_error,2023-08-22 00:52:00
4215,34630,insufficient_balance,2023-10-19 00:48:00
4216,34637,insufficient_balance,2023-11-17 00:51:00
4217,34640,timeout,2023-09-13 00:47:00
4218,34650,timeout,2023-09-09 00:49:00
4219,34663,network_error,2023-07-29 00:50:00
4220,34671,timeout,2023-10-17 00:12:00
4221,34676,timeout,2023-06-19 00:14:00
4222,34692,insufficient_balance,2023-04-13 00:39:00
4223,34695,timeout,2023-01-19 00:38:00
4224,34714,network_error,2023-06-19 00:19:00
4225,34718,timeout,2023-04-09 00:43:00
4226,34719,timeout,2023-04-27 00:39:00
4227,34721,bank_declined,2023-06-27 00:01:00
4228,34725,timeout,2023-05-23 00:57:00
4229,34731,insufficient_balance,2023-11-17 00:51:00
4230,34736,insufficient_balance,2023-07-01 00:07:00
4231,34740,network_error,2023-02-10 00:50:00
4232,34741,timeout,2023-02-19 00:49:00
4233,34753,insufficient_balance,2023-05-21 00:53:00
4234,34754,insufficient_balance,2023-07-20 00:11:00
4235,34758,timeout,2023-12-26 00:07:00
4236,34778,timeout,2023-12-17 00:38:00
4237,34805,timeout,2023-03-12 00:21:00
4238,34808,bank_declined,2023-12-30 00:18:00
4239,34817,insufficient_balance,2023-07-02 00:13:00
4240,34823,timeout,2023-03-17 00:13:00
4241,34826,bank_declined,2023-10-14 00:54:00
4242,34828,network_error,2023-01-01 00:46:00
4243,34843,timeout,2023-01-06 00:40:00
4244,34865,timeout,2023-08-08 00:57:00
4245,34878,insufficient_balance,2023-07-16 00:55:00
4246,34914,bank_declined,2023-01-16 00:29:00
4247,34916,bank_declined,2023-08-13 00:26:00
4248,34920,network_error,2023-03-03 00:40:00
4249,34926,bank_declined,2023-03-04 00:39:00
4250,34927,timeout,2023-03-10 00:12:00
4251,34936,network_error,2023-11-01 00:00:00
4252,34939,bank_declined,2023-04-23 00:20:00
4253,34940,timeout,2023-04-19 00:28:00
4254,34948,bank_declined,2023-08-27 00:32:00
4255,34955,network_error,2023-03-19 00:59:00
4256,34977,timeout,2023-06-02 00:25:00
4257,34979,bank_declined,2023-11-13 00:14:00
4258,34981,timeout,2023-02-09 00:27:00
4259,34991,insufficient_balance,2023-10-03 00:57:00
4260,35002,network_error,2023-11-09 00:37:00
4261,35009,timeout,2023-03-19 00:57:00
4262,35010,insufficient_balance,2023-09-27 00:03:00
4263,35025,bank_declined,2023-03-09 00:54:00
4264,35033,timeout,2023-11-30 00:08:00
4265,35038,timeout,2023-07-16 00:27:00
4266,35040,bank_declined,2023-10-24 00:11:00
4267,35041,bank_declined,2023-05-22 00:49:00
4268,35044,bank_declined,2023-02-06 00:15:00
4269,35062,insufficient_balance,2023-12-03 00:59:00
4270,35072,timeout,2023-11-13 00:32:00
4271,35077,insufficient_balance,2023-04-17 00:25:00
4272,35081,timeout,2023-03-29 00:07:00
4273,35086,bank_declined,2023-05-19 00:38:00
4274,35097,timeout,2023-05-22 00:17:00
4275,35098,timeout,2023-11-24 00:27:00
4276,35103,network_error,2023-04-19 00:44:00
4277,35121,timeout,2023-10-06 00:33:00
4278,35122,network_error,2023-06-04 00:29:00
4279,35127,bank_declined,2023-05-20 00:25:00
4280,35129,timeout,2023-07-28 00:19:00
4281,35138,network_error,2023-12-01 00:37:00
4282,35157,network_error,2023-04-24 00:37:00
4283,35158,network_error,2023-08-18 00:54:00
4284,35169,timeout,2023-09-21 00:58:00
4285,35172,bank_declined,2023-08-02 00:39:00
4286,35176,insufficient_balance,2023-04-14 00:21:00
4287,35178,network_error,2023-10-24 00:14:00
4288,35187,timeout,2023-03-01 00:51:00
4289,35205,bank_declined,2023-12-21 00:06:00
4290,35217,network_error,2023-03-16 00:00:00
4291,35226,insufficient_balance,2023-07-25 00:14:00
4292,35233,network_error,2023-07-15 00:02:00
4293,35243,bank_declined,2023-05-05 00:31:00
4294,35249,network_error,2023-05-01 00:14:00
4295,35250,insufficient_balance,2023-05-07 00:04:00
4296,35253,bank_declined,2023-11-23 00:07:00
4297,35258,network_error,2023-02-12 00:34:00
4298,35260,timeout,2023-09-07 00:00:00
4299,35277,network_error,2023-10-26 00:40:00
4300,35280,insufficient_balance,2023-06-27 00:16:00
4301,35290,timeout,2023-07-21 00:05:00
4302,35312,network_error,2023-10-03 00:05:00
4303,35315,bank_declined,2023-08-04 00:25:00
4304,35339,bank_declined,2023-07-20 00:41:00
4305,35348,bank_declined,2023-04-27 00:19:00
4306,35363,bank_declined,2023-12-13 00:32:00
4307,35369,insufficient_balance,2023-03-18 00:35:00
4308,35374,timeout,2023-09-27 00:46:00
4309,35375,timeout,2023-01-01 00:55:00
4310,35377,insufficient_balance,2023-08-24 00:11:00
4311,35397,timeout,2023-01-02 00:25:00
4312,35399,network_error,2023-03-16 00:26:00
4313,35400,timeout,2023-01-10 00:13:00
4314,35415,bank_declined,2023-05-30 00:13:00
4315,35419,bank_declined,2023-07-03 00:40:00
4316,35427,bank_declined,2023-01-27 00:10:00
4317,35431,bank_declined,2023-08-04 00:36:00
4318,35441,network_error,2023-10-03 00:30:00
4319,35442,insufficient_balance,2023-07-22 00:29:00
4320,35451,bank_declined,2023-09-20 00:13:00
4321,35453,network_error,2023-12-31 00:03:00
4322,35471,network_error,2023-03-24 00:06:00
4323,35485,bank_declined,2023-05-19 00:07:00
4324,35486,bank_declined,2023-01-28 00:37:00
4325,35489,insufficient_balance,2023-07-01 00:56:00
4326,35491,timeout,2023-12-08 00:12:00
4327,35494,insufficient_balance,2023-09-13 00:16:00
4328,35497,insufficient_balance,2023-10-23 00:11:00
4329,35506,timeout,2023-03-30 00:03:00
4330,35509,bank_declined,2023-03-18 00:19:00
4331,35516,timeout,2023-09-17 00:44:00
4332,35519,bank_declined,2023-05-05 00:11:00
4333,35520,network_error,2023-11-14 00:35:00
4334,35521,timeout,2023-04-12 00:23:00
4335,35522,bank_declined,2023-08-29 00:40:00
4336,35524,bank_declined,2023-02-24 00:35:00
4337,35534,insufficient_balance,2023-07-12 00:57:00
4338,35548,network_error,2023-12-28 00:59:00
4339,35550,bank_declined,2023-12-05 00:55:00
4340,35556,bank_declined,2023-02-01 00:34:00
4341,35563,network_error,2023-07-18 00:13:00
4342,35567,timeout,2023-12-29 00:47:00
4343,35568,bank_declined,2023-04-13 00:41:00
4344,35592,timeout,2023-03-26 00:01:00
4345,35593,network_error,2023-01-05 00:24:00
4346,35606,insufficient_balance,2023-03-25 00:45:00
4347,35633,insufficient_balance,2023-12-14 00:19:00
4348,35634,bank_declined,2023-02-12 00:35:00
4349,35659,network_error,2023-06-28 00:38:00
4350,35667,timeout,2023-01-23 00:42:00
4351,35686,insufficient_balance,2023-01-15 00:14:00
4352,35689,bank_declined,2023-08-23 00:07:00
4353,35697,network_error,2023-04-09 00:36:00
4354,35700,network_error,2023-12-10 00:37:00
4355,35720,insufficient_balance,2023-02-14 00:28:00
4356,35725,network_error,2023-01-05 00:28:00
4357,35728,network_error,2023-09-01 00:50:00
4358,35749,timeout,2023-03-04 00:34:00
4359,35752,timeout,2023-07-06 00:48:00
4360,35759,insufficient_balance,2023-07-11 00:34:00
4361,35765,insufficient_balance,2023-02-09 00:33:00
4362,35771,timeout,2023-07-06 00:34:00
4363,35772,bank_declined,2023-10-20 00:33:00
4364,35773,network_error,2023-01-16 00:26:00
4365,35786,insufficient_balance,2023-10-03 00:00:00
4366,35788,timeout,2023-03-18 00:44:00
4367,35790,network_error,2023-07-19 00:54:00
4368,35797,timeout,2023-09-10 00:16:00
4369,35798,bank_declined,2023-08-24 00:23:00
4370,35802,insufficient_balance,2023-01-17 00:58:00
4371,35831,insufficient_balance,2023-12-03 00:40:00
4372,35849,bank_declined,2023-09-13 00:29:00
4373,35851,insufficient_balance,2023-08-31 00:25:00
4374,35857,timeout,2023-05-11 00:29:00
4375,35873,timeout,2023-07-20 00:28:00
4376,35874,insufficient_balance,2023-03-04 00:41:00
4377,35883,network_error,2023-04-06 00:56:00
4378,35892,network_error,2023-05-18 00:34:00
4379,35894,timeout,2023-08-22 00:24:00
4380,35906,network_error,2023-04-09 00:52:00
4381,35920,insufficient_balance,2023-12-24 00:31:00
4382,35931,insufficient_balance,2023-07-07 00:59:00
4383,35935,network_error,2023-09-05 00:31:00
4384,35963,bank_declined,2023-02-17 00:08:00
4385,35964,timeout,2023-11-16 00:43:00
4386,35970,insufficient_balance,2023-05-21 00:01:00
4387,35977,insufficient_balance,2023-01-30 00:55:00
4388,35980,bank_declined,2023-05-29 00:05:00
4389,35981,insufficient_balance,2023-04-29 00:31:00
4390,35993,insufficient_balance,2023-03-28 00:05:00
4391,36008,bank_declined,2023-03-11 00:36:00
4392,36015,bank_declined,2023-08-15 00:54:00
4393,36020,insufficient_balance,2023-10-25 00:16:00
4394,36023,network_error,2023-02-17 00:40:00
4395,36024,network_error,2023-04-25 00:35:00
4396,36039,insufficient_balance,2023-08-10 00:35:00
4397,36044,insufficient_balance,2023-11-14 00:54:00
4398,36052,timeout,2023-06-17 00:37:00
4399,36054,timeout,2023-04-27 00:45:00
4400,36063,network_error,2023-12-18 00:16:00
4401,36069,network_error,2023-01-05 00:06:00
4402,36075,timeout,2023-02-24 00:00:00
4403,36089,timeout,2023-09-09 00:53:00
4404,36103,timeout,2023-01-03 00:23:00
4405,36120,bank_declined,2023-04-15 00:15:00
4406,36123,insufficient_balance,2023-04-13 00:15:00
4407,36124,network_error,2023-02-27 00:50:00
4408,36131,bank_declined,2023-05-29 00:25:00
4409,36135,bank_declined,2023-01-20 00:47:00
4410,36136,network_error,2023-08-23 00:05:00
4411,36139,insufficient_balance,2023-05-16 00:18:00
4412,36143,timeout,2023-12-21 00:09:00
4413,36145,insufficient_balance,2023-11-19 00:33:00
4414,36148,network_error,2023-09-16 00:21:00
4415,36157,timeout,2023-04-22 00:08:00
4416,36160,bank_declined,2023-08-28 00:56:00
4417,36163,timeout,2023-07-21 00:31:00
4418,36169,network_error,2023-02-05 00:09:00
4419,36175,network_error,2023-12-06 00:02:00
4420,36178,network_error,2023-12-06 00:11:00
4421,36209,bank_declined,2023-06-30 00:16:00
4422,36210,insufficient_balance,2023-10-02 00:27:00
4423,36213,network_error,2023-04-10 00:51:00
4424,36223,timeout,2023-03-28 00:24:00
4425,36224,network_error,2023-04-03 00:53:00
4426,36228,network_error,2023-09-28 00:44:00
4427,36229,insufficient_balance,2023-10-31 00:36:00
4428,36231,timeout,2023-04-13 00:06:00
4429,36234,insufficient_balance,2023-09-30 00:08:00
4430,36244,bank_declined,2023-10-29 00:50:00
4431,36257,network_error,2023-05-05 00:31:00
4432,36281,bank_declined,2023-04-09 00:51:00
4433,36303,network_error,2023-11-29 00:07:00
4434,36312,insufficient_balance,2023-07-03 00:07:00
4435,36321,insufficient_balance,2023-05-26 00:17:00
4436,36324,network_error,2023-02-01 00:43:00
4437,36338,network_error,2023-08-31 00:25:00
4438,36339,timeout,2023-09-05 00:01:00
4439,36340,insufficient_balance,2023-05-25 00:46:00
4440,36349,timeout,2023-04-14 00:40:00
4441,36374,timeout,2023-06-04 00:57:00
4442,36381,bank_declined,2023-11-28 00:00:00
4443,36417,insufficient_balance,2023-10-06 00:27:00
4444,36423,network_error,2023-07-21 00:57:00
4445,36426,bank_declined,2023-04-26 00:50:00
4446,36432,bank_declined,2023-04-25 00:27:00
4447,36434,bank_declined,2023-07-20 00:40:00
4448,36435,timeout,2023-09-30 00:10:00
4449,36448,bank_declined,2023-11-04 00:50:00
4450,36451,insufficient_balance,2023-05-25 00:08:00
4451,36463,timeout,2023-10-28 00:02:00
4452,36470,bank_declined,2023-10-22 00:33:00
4453,36478,timeout,2023-04-14 00:17:00
4454,36486,network_error,2023-01-17 00:37:00
4455,36487,network_error,2023-05-22 00:04:00
4456,36489,network_error,2023-07-16 00:37:00
4457,36496,network_error,2023-05-13 00:30:00
4458,36499,timeout,2023-09-24 00:25:00
4459,36503,insufficient_balance,2023-07-13 00:27:00
4460,36506,insufficient_balance,2023-11-25 00:24:00
4461,36508,bank_declined,2023-08-12 00:34:00
4462,36512,insufficient_balance,2023-08-03 00:00:00
4463,36515,bank_declined,2023-10-08 00:15:00
4464,36535,timeout,2023-10-10 00:26:00
4465,36543,insufficient_balance,2023-07-19 00:10:00
4466,36559,network_error,2023-04-16 00:11:00
4467,36560,network_error,2023-04-23 00:28:00
4468,36570,bank_declined,2023-05-29 00:58:00
4469,36573,network_error,2023-02-09 00:35:00
4470,36577,bank_declined,2023-08-09 00:34:00
4471,36583,timeout,2023-06-03 00:15:00
4472,36585,insufficient_balance,2023-03-16 00:46:00
4473,36597,timeout,2023-03-11 00:02:00
4474,36600,bank_declined,2023-06-03 00:15:00
4475,36602,network_error,2023-05-29 00:32:00
4476,36611,network_error,2023-12-18 00:42:00
4477,36617,network_error,2023-09-08 00:32:00
4478,36620,network_error,2023-05-08 00:37:00
4479,36631,network_error,2023-11-04 00:17:00
4480,36636,bank_declined,2023-06-15 00:43:00
4481,36664,bank_declined,2023-06-08 00:09:00
4482,36667,network_error,2023-06-07 00:27:00
4483,36673,network_error,2023-01-26 00:15:00
4484,36691,network_error,2023-07-02 00:51:00
4485,36692,timeout,2023-09-01 00:54:00
4486,36696,bank_declined,2023-01-04 00:34:00
4487,36697,network_error,2023-07-23 00:10:00
4488,36700,bank_declined,2023-12-25 00:17:00
4489,36704,timeout,2023-05-16 00:10:00
4490,36706,network_error,2023-07-03 00:38:00
4491,36718,bank_declined,2023-09-06 00:55:00
4492,36724,network_error,2023-08-05 00:58:00
4493,36726,insufficient_balance,2023-11-19 00:41:00
4494,36735,timeout,2023-10-20 00:32:00
4495,36748,insufficient_balance,2023-05-19 00:36:00
4496,36758,network_error,2023-01-11 00:15:00
4497,36760,timeout,2023-03-25 00:23:00
4498,36762,timeout,2023-02-10 00:12:00
4499,36766,bank_declined,2023-03-25 00:27:00
4500,36770,timeout,2023-02-23 00:02:00
4501,36783,network_error,2023-05-08 00:10:00
4502,36785,network_error,2023-10-06 00:25:00
4503,36807,timeout,2023-11-17 00:15:00
4504,36815,network_error,2023-03-13 00:42:00
4505,36820,bank_declined,2023-07-10 00:04:00
4506,36823,timeout,2023-08-29 00:21:00
4507,36830,network_error,2023-06-20 00:18:00
4508,36835,network_error,2023-01-16 00:30:00
4509,36841,insufficient_balance,2023-04-29 00:59:00
4510,36845,network_error,2023-02-19 00:37:00
4511,36854,bank_declined,2023-10-17 00:27:00
4512,36873,timeout,2023-06-21 00:33:00
4513,36885,network_error,2023-01-28 00:52:00
4514,36886,bank_declined,2023-07-09 00:14:00
4515,36905,bank_declined,2023-05-15 00:39:00
4516,36906,timeout,2023-04-06 00:24:00
4517,36920,bank_declined,2023-12-09 00:17:00
4518,36929,network_error,2023-08-16 00:16:00
4519,36942,network_error,2023-05-18 00:45:00
4520,36944,insufficient_balance,2023-10-01 00:51:00
4521,36952,bank_declined,2023-12-25 00:07:00
4522,36973,bank_declined,2023-12-03 00:43:00
4523,36975,bank_declined,2023-02-17 00:18:00
4524,36983,network_error,2023-01-15 00:44:00
4525,36986,network_error,2023-04-20 00:19:00
4526,36988,insufficient_balance,2023-10-25 00:03:00
4527,37025,insufficient_balance,2023-12-23 00:33:00
4528,37032,timeout,2023-06-12 00:55:00
4529,37057,network_error,2023-09-22 00:34:00
4530,37059,network_error,2023-06-07 00:07:00
4531,37063,timeout,2023-10-19 00:25:00
4532,37083,bank_declined,2023-08-07 00:32:00
4533,37087,timeout,2023-11-19 00:15:00
4534,37089,insufficient_balance,2023-05-27 00:49:00
4535,37098,timeout,2023-11-04 00:28:00
4536,37121,timeout,2023-04-28 00:32:00
4537,37123,bank_declined,2023-02-05 00:12:00
4538,37147,insufficient_balance,2023-05-29 00:27:00
4539,37152,network_error,2023-04-26 00:28:00
4540,37155,insufficient_balance,2023-01-27 00:15:00
4541,37167,network_error,2023-01-09 00:50:00
4542,37169,network_error,2023-02-07 00:11:00
4543,37185,network_error,2023-10-19 00:09:00
4544,37186,timeout,2023-03-11 00:27:00
4545,37193,timeout,2023-11-26 00:12:00
4546,37212,insufficient_balance,2023-03-24 00:35:00
4547,37213,timeout,2023-03-25 00:57:00
4548,37219,insufficient_balance,2023-04-09 00:00:00
4549,37225,bank_declined,2023-07-12 00:52:00
4550,37228,network_error,2023-05-13 00:13:00
4551,37232,timeout,2023-10-21 00:58:00
4552,37234,bank_declined,2023-06-11 00:17:00
4553,37236,insufficient_balance,2023-01-29 00:39:00
4554,37239,bank_declined,2023-07-29 00:14:00
4555,37242,network_error,2023-02-15 00:17:00
4556,37260,insufficient_balance,2023-07-22 00:38:00
4557,37280,bank_declined,2023-05-13 00:18:00
4558,37282,bank_declined,2023-03-25 00:51:00
4559,37287,timeout,2023-07-03 00:58:00
4560,37294,insufficient_balance,2023-04-17 00:54:00
4561,37296,network_error,2023-09-21 00:11:00
4562,37298,bank_declined,2023-06-29 00:37:00
4563,37314,bank_declined,2023-05-28 00:29:00
4564,37325,bank_declined,2023-07-25 00:32:00
4565,37327,network_error,2023-01-19 00:37:00
4566,37328,timeout,2023-09-23 00:21:00
4567,37329,network_error,2023-04-06 00:22:00
4568,37335,insufficient_balance,2023-10-12 00:15:00
4569,37336,insufficient_balance,2023-04-24 00:16:00
4570,37346,timeout,2023-03-05 00:24:00
4571,37350,insufficient_balance,2023-10-05 00:40:00
4572,37355,timeout,2023-01-17 00:51:00
4573,37359,network_error,2023-08-13 00:22:00
4574,37360,bank_declined,2023-09-28 00:42:00
4575,37367,insufficient_balance,2023-12-05 00:46:00
4576,37371,timeout,2023-04-26 00:48:00
4577,37375,timeout,2023-06-05 00:54:00
4578,37386,network_error,2023-01-27 00:59:00
4579,37388,timeout,2023-07-22 00:12:00
4580,37403,timeout,2023-12-02 00:24:00
4581,37423,timeout,2023-03-13 00:01:00
4582,37443,bank_declined,2023-02-11 00:07:00
4583,37450,bank_declined,2023-09-20 00:42:00
4584,37458,network_error,2023-03-13 00:34:00
4585,37461,network_error,2023-09-19 00:17:00
