user_id,signup_date,country,city,acquisition_channel
2743,2023-03-31,India,Mumbai,ads
2744,2022-06-09,India,Indore,ads
2745,2023-06-07,India,Mumbai,organic
2746,2023-10-12,India,Delhi,referral
2747,2023-08-13,India,Pune,ads
2748,2022-03-18,India,Indore,organic
2749,2023-05-24,India,Jammu,referral
2750,2023-03-17,India,Indore,organic
2751,2022-09-11,India,Indore,organic
2752,2024-02-09,India,Mumbai,ads
2753,2022-11-16,India,Jammu,ads
2754,2024-03-13,India,Delhi,ads
2755,2022-09-20,India,Delhi,ads
2756,2023-08-20,India,Indore,referral
2757,2023-10-20,India,Indore,ads
2758,2024-04-14,India,Pune,ads
2759,2023-07-08,India,Jammu,referral
2760,2023-01-09,India,Indore,organic
2761,2023-09-29,India,Pune,referral
2762,2022-06-16,India,Jammu,organic
2763,2024-01-23,India,Delhi,ads
2764,2023-04-04,India,Pune,organic
2765,2022-10-07,India,Jammu,organic
2766,2023-12-01,India,Pune,ads
2767,2022-10-29,India,Indore,ads
2768,2023-06-15,India,Mumbai,ads
2769,2023-08-03,India,Delhi,organic
2770,2022-08-06,India,Indore,ads
2771,2022-04-12,India,Indore,organic
2772,2023-07-08,India,Jammu,ads
2773,2022-10-15,India,Pune,ads
2774,2022-06-16,India,Delhi,ads
2775,2023-09-13,India,Indore,ads
2776,2022-02-05,India,Jammu,ads
2777,2024-01-14,India,Delhi,ads
2778,2024-01-11,India,Pune,ads
2779,2022-12-19,India,Indore,referral
2780,2023-11-07,India,Indore,organic
2781,2024-06-17,India,Indore,organic
2782,2022-03-14,India,Delhi,referral
2783,2023-10-10,India,Delhi,referral
2784,2022-12-19,India,Delhi,referral
2785,2024-06-09,India,Delhi,ads
2786,2022-03-11,India,Jammu,organic
2787,2023-03-01,India,Mumbai,referral
2788,2023-12-09,India,Jammu,referral
2789,2024-02-20,India,Indore,organic
2790,2023-07-15,India,Jammu,ads
2791,2024-04-07,India,Pune,referral
2792,2023-10-04,India,Delhi,ads
2793,2023-06-01,India,Pune,ads
2794,2023-03-04,India,Pune,ads
2795,2023-06-23,India,Indore,ads
2796,2022-06-09,India,Delhi,ads
2797,2022-05-29,India,Pune,ads
2798,2024-02-15,India,Indore,referral
2799,2022-08-18,India,Delhi,ads
2800,2023-12-13,India,Mumbai,organic
2801,2023-07-16,India,Indore,referral
2802,2022-03-08,India,Jammu,organic
2803,2024-03-22,India,Delhi,ads
2804,2023-01-16,India,Pune,organic
2805,2022-02-27,India,Pune,ads
2806,2022-09-16,India,Jammu,ads
2807,2022-12-08,India,Jammu,organic
2808,2024-04-17,India,Pune,referral
2809,2022-05-10,India,Delhi,organic
2810,2023-12-28,India,Indore,ads
2811,2022-06-21,India,Jammu,ads
2812,2024-02-09,India,Jammu,ads
2813,2023-09-06,India,Jammu,organic
2814,2022-07-28,India,Mumbai,ads
2815,2024-03-13,India,Delhi,referral
2816,2022-12-20,India,Delhi,ads
2817,2023-04-16,India,Delhi,ads
2818,2024-03-08,India,Delhi,ads
2819,2022-04-26,India,Delhi,ads
2820,2022-09-21,India,Pune,organic
2821,2023-10-24,India,Jammu,referral
2822,2024-03-22,India,Pune,ads
2823,2023-03-18,India,Mumbai,ads
2824,2023-07-02,India,Indore,referral
2825,2023-03-29,India,Jammu,organic
2826,2024-04-24,India,Mumbai,referral
2827,2023-04-22,India,Pune,ads
2828,2022-10-14,India,Indore,ads
2829,2022-10-30,India,Mumbai,ads
2830,2022-11-07,India,Indore,ads
2831,2022-07-27,India,Mumbai,organic
2832,2023-09-10,India,Pune,ads
2833,2023-03-22,India,Indore,organic
2834,2023-11-01,India,Mumbai,ads
2835,2023-09-25,India,Pune,referral
2836,2022-02-24,India,Jammu,ads
2837,2022-01-12,India,Pune,ads
2838,2023-10-19,India,Pune,organic
2839,2023-02-04,India,Jammu,ads
2840,2023-10-10,India,Pune,ads
2841,2023-05-30,India,Jammu,ads
2842,2023-10-18,India,Jammu,referral
2843,2023-06-26,India,Jammu,organic
2844,2022-08-25,India,Mumbai,organic
2845,2022-10-06,India,Indore,referral
2846,2022-12-14,India,Mumbai,referral
2847,2023-09-19,India,Jammu,organic
2848,2022-04-14,India,Indore,organic
2849,2023-09-22,India,Indore,organic
2850,2023-06-01,India,Jammu,ads
2851,2024-05-21,India,Indore,referral
2852,2022-09-05,India,Indore,organic
2853,2022-12-30,India,Mumbai,ads
2854,2022-11-17,India,Indore,ads
2855,2023-09-25,India,Jammu,ads
2856,2022-10-13,India,Delhi,ads
2857,2022-05-29,India,Delhi,ads
2858,2022-03-25,India,Delhi,ads
2859,2023-02-10,India,Jammu,ads
2860,2023-04-01,India,Delhi,organic
2861,2024-01-13,India,Mumbai,ads
2862,2024-03-10,India,Jammu,ads
2863,2022-06-10,India,Jammu,ads
2864,2024-02-23,India,Jammu,referral
2865,2023-04-05,India,Indore,ads
2866,2023-07-04,India,Indore,ads
2867,2023-05-15,India,Indore,organic
2868,2024-01-08,India,Pune,ads
2869,2023-05-24,India,Mumbai,ads
2870,2023-10-16,India,Jammu,ads
2871,2024-03-14,India,Jammu,organic
2872,2023-04-26,India,Indore,organic
2873,2023-10-25,India,Jammu,organic
2874,2022-04-24,India,Jammu,ads
2875,2024-01-19,India,Delhi,organic
2876,2023-08-01,India,Jammu,ads
2877,2022-12-27,India,Pune,ads
2878,2022-12-07,India,Indore,ads
2879,2024-02-09,India,Mumbai,organic
2880,2024-01-31,India,Mumbai,ads
2881,2023-03-25,India,Delhi,organic
2882,2024-04-22,India,Mumbai,referral
2883,2024-04-14,India,Mumbai,ads
2884,2022-06-29,India,Indore,ads
2885,2023-12-03,India,Indore,ads
2886,2023-02-11,India,Pune,ads
2887,2023-10-28,India,Delhi,ads
2888,2022-07-15,India,Mumbai,referral
2889,2023-04-11,India,Pune,ads
2890,2022-11-07,India,Delhi,organic
2891,2022-09-19,India,Mumbai,ads
2892,2023-02-23,India,Mumbai,referral
2893,2023-02-10,India,Indore,referral
2894,2022-05-23,India,Jammu,organic
2895,2022-12-08,India,Delhi,referral
2896,2022-11-12,India,Mumbai,ads
2897,2022-04-11,India,Delhi,ads
2898,2022-09-01,India,Pune,organic
2899,2023-05-05,India,Pune,organic
2900,2022-01-12,India,Jammu,referral
2901,2022-08-27,India,Mumbai,ads
2902,2023-07-15,India,Indore,ads
2903,2022-02-11,India,Mumbai,ads
2904,2023-11-09,India,Delhi,referral
2905,2023-08-17,India,Pune,referral
2906,2023-03-05,India,Delhi,organic
2907,2024-03-13,India,Jammu,organic
2908,2022-06-07,India,Pune,organic
2909,2022-08-04,India,Indore,organic
2910,2023-11-01,India,Pune,ads
2911,2023-04-07,India,Mumbai,organic
2912,2022-05-14,India,Mumbai,ads
2913,2022-03-08,India,Pune,organic
2914,2024-04-27,India,Jammu,ads
2915,2022-01-07,India,Mumbai,organic
2916,2023-06-10,India,Mumbai,referral
2917,2022-03-14,India,Indore,organic
2918,2023-02-03,India,Pune,organic
2919,2023-02-09,India,Mumbai,organic
2920,2023-11-06,India,Jammu,organic
2921,2023-08-01,India,Delhi,ads
2922,2024-05-08,India,Pune,organic
2923,2022-05-10,India,Indore,ads
2924,2023-04-11,India,Mumbai,organic
2925,2022-07-25,India,Jammu,organic
2926,2024-02-27,India,Pune,organic
2927,2024-02-07,India,Jammu,organic
2928,2022-09-23,India,Jammu,organic
2929,2023-06-21,India,Indore,referral
2930,2024-03-03,India,Pune,ads
2931,2022-09-10,India,Mumbai,referral
2932,2024-04-01,India,Indore,organic
2933,2022-10-16,India,Mumbai,ads
2934,2022-06-13,India,Delhi,referral
2935,2022-04-05,India,Jammu,organic
2936,2024-02-21,India,Delhi,referral
2937,2024-04-12,India,Jammu,organic
2938,2022-04-20,India,Indore,ads
2939,2022-12-02,India,Mumbai,ads
2940,2024-04-01,India,Mumbai,organic
2941,2022-08-26,India,Indore,referral
2942,2023-01-16,India,Pune,organic
2943,2023-03-12,India,Delhi,ads
2944,2024-06-17,India,Delhi,organic
2945,2023-04-28,India,Mumbai,organic
2946,2022-01-25,India,Mumbai,ads
2947,2023-10-15,India,Mumbai,ads
2948,2022-04-27,India,Indore,ads
2949,2023-04-27,India,Pune,ads
2950,2023-01-27,India,Delhi,ads
2951,2023-06-21,India,Jammu,ads
2952,2022-03-20,India,Indore,referral
2953,2023-08-03,India,Delhi,ads
2954,2022-06-22,India,Pune,ads
2955,2022-01-12,India,Indore,ads
2956,2024-03-10,India,Delhi,ads
2957,2022-05-08,India,Indore,organic
2958,2023-08-31,India,Delhi,ads
2959,2022-04-02,India,Delhi,organic
2960,2023-10-15,India,Pune,organic
2961,2023-06-27,India,Jammu,ads
2962,2024-04-25,India,Pune,organic
2963,2023-06-16,India,Delhi,organic
2964,2023-10-20,India,Indore,ads
2965,2024-04-07,India,Pune,organic
2966,2023-03-23,India,Jammu,referral
2967,2023-01-25,India,Delhi,organic
2968,2023-11-03,India,Pune,ads
2969,2024-05-10,India,Pune,referral
2970,2022-02-12,India,Pune,ads
2971,2022-09-11,India,Pune,ads
2972,2022-05-10,India,Indore,ads
2973,2022-03-01,India,Jammu,organic
2974,2023-10-25,India,Jammu,referral
2975,2023-04-12,India,Delhi,ads
2976,2022-10-14,India,Mumbai,ads
2977,2023-06-01,India,Indore,organic
2978,2023-04-12,India,Delhi,referral
2979,2024-02-17,India,Delhi,ads
2980,2022-12-11,India,Pune,referral
2981,2023-10-04,India,Mumbai,ads
2982,2023-01-17,India,Mumbai,organic
2983,2024-02-18,India,Indore,organic
2984,2023-11-21,India,Mumbai,ads
2985,2022-09-10,India,Delhi,organic
2986,2022-02-25,India,Mumbai,referral
2987,2023-04-08,India,Mumbai,ads
2988,2023-04-02,India,Jammu,ads
2989,2022-03-24,India,Delhi,ads
2990,2022-04-09,India,Mumbai,ads
2991,2022-05-29,India,Mumbai,organic
2992,2022-11-25,India,Pune,ads
2993,2022-06-05,India,Mumbai,organic
2994,2022-07-09,India,Mumbai,ads
2995,2023-05-09,India,Jammu,referral
2996,2024-06-01,India,Delhi,ads
2997,2022-09-20,India,Indore,ads
2998,2022-03-21,India,Delhi,ads
2999,2023-02-04,India,Pune,referral
3000,2024-02-03,India,Delhi,ads
3001,2023-09-01,India,Mumbai,ads
3002,2022-09-17,India,Pune,referral
3003,2024-02-11,India,Delhi,referral
3004,2023-09-07,India,Pune,referral
3005,2023-07-06,India,Indore,ads
3006,2024-02-24,India,Delhi,ads
3007,2022-04-11,India,Mumbai,organic
3008,2022-12-25,India,Pune,ads
3009,2023-01-15,India,Jammu,ads
3010,2024-03-30,India,Pune,ads
3011,2022-08-09,India,Jammu,referral
3012,2024-03-30,India,Mumbai,ads
3013,2023-02-24,India,Indore,organic
3014,2022-05-04,India,Jammu,ads
3015,2023-02-26,India,Indore,organic
3016,2022-08-19,India,Pune,organic
3017,2023-11-21,India,Mumbai,ads
3018,2022-03-04,India,Jammu,ads
3019,2023-04-30,India,Pune,organic
3020,2023-09-20,India,Delhi,ads
3021,2023-12-04,India,Pune,organic
3022,2023-07-28,India,Indore,organic
3023,2024-02-07,India,Mumbai,organic
3024,2023-04-28,India,Mumbai,ads
3025,2023-06-03,India,Pune,ads
3026,2022-06-04,India,Delhi,organic
3027,2022-04-02,India,Indore,ads
3028,2023-06-10,India,Pune,referral
3029,2023-03-31,India,Pune,referral
3030,2024-01-11,India,Mumbai,ads
3031,2023-08-21,India,Indore,ads
3032,2023-10-07,India,Delhi,ads
3033,2023-05-25,India,Mumbai,referral
3034,2022-07-02,India,Pune,ads
3035,2023-01-21,India,Mumbai,ads
3036,2023-07-28,India,Mumbai,organic
3037,2024-01-01,India,Jammu,ads
3038,2023-02-09,India,Mumbai,ads
3039,2022-09-03,India,Mumbai,ads
3040,2024-01-12,India,Indore,organic
3041,2023-08-14,India,Mumbai,ads
3042,2023-10-23,India,Delhi,organic
3043,2023-10-12,India,Pune,referral
3044,2023-04-16,India,Indore,organic
3045,2024-04-05,India,Mumbai,organic
3046,2024-06-06,India,Delhi,ads
3047,2023-02-27,India,Pune,ads
3048,2022-03-06,India,Indore,ads
3049,2022-01-13,India,Delhi,organic
3050,2022-08-01,India,Mumbai,ads
3051,2022-08-30,India,Jammu,ads
3052,2023-05-08,India,Jammu,ads
3053,2022-08-01,India,Indore,ads
3054,2023-11-24,India,Delhi,organic
3055,2022-12-04,India,Pune,organic
3056,2022-06-22,India,Delhi,ads
3057,2023-11-03,India,Jammu,organic
3058,2022-06-13,India,Indore,ads
3059,2023-04-10,India,Mumbai,organic
3060,2023-05-12,India,Delhi,referral
3061,2023-12-01,India,Jammu,ads
3062,2023-01-30,India,Pune,ads
3063,2023-12-04,India,Indore,organic
3064,2022-11-04,India,Mumbai,referral
3065,2024-02-07,India,Delhi,organic
3066,2022-07-02,India,Pune,referral
3067,2023-09-21,India,Mumbai,organic
3068,2024-03-04,India,Jammu,organic
3069,2023-05-25,India,Jammu,organic
3070,2023-12-09,India,Pune,ads
3071,2023-06-30,India,Jammu,organic
3072,2023-07-18,India,Indore,organic
3073,2023-09-16,India,Pune,organic
3074,2024-02-03,India,Jammu,ads
3075,2023-08-17,India,Delhi,ads
3076,2024-01-14,India,Jammu,organic
3077,2022-08-15,India,Indore,organic
3078,2024-01-15,India,Mumbai,referral
3079,2024-01-03,India,Mumbai,ads
3080,2023-03-12,India,Jammu,ads
3081,2023-02-26,India,Mumbai,ads
3082,2023-07-08,India,Jammu,organic
3083,2022-01-21,India,Indore,ads
3084,2023-07-08,India,Mumbai,referral
3085,2023-02-01,India,Delhi,ads
3086,2023-09-17,India,Jammu,referral
3087,2022-04-15,India,Mumbai,organic
3088,2022-07-11,India,Indore,referral
3089,2022-01-17,India,Indore,ads
3090,2022-04-30,India,Delhi,organic
3091,2023-01-28,India,Indore,ads
3092,2023-03-01,India,Indore,ads
3093,2022-05-09,India,Mumbai,ads
3094,2022-05-10,India,Jammu,organic
3095,2023-07-26,India,Pune,ads
3096,2023-07-14,India,Indore,referral
3097,2022-01-29,India,Indore,ads
3098,2022-04-07,India,Pune,ads
3099,2022-01-10,India,Indore,ads
3100,2022-08-30,India,Mumbai,organic
3101,2024-04-05,India,Mumbai,ads
3102,2022-08-20,India,Pune,referral
3103,2024-02-28,India,Indore,organic
3104,2022-10-11,India,Indore,referral
3105,2023-12-16,India,Jammu,ads
3106,2024-01-29,India,Indore,ads
3107,2024-03-12,India,Mumbai,organic
3108,2024-02-15,India,Delhi,referral
3109,2023-12-27,India,Delhi,ads
3110,2022-07-19,India,Delhi,referral
3111,2022-03-20,India,Delhi,ads
3112,2024-05-04,India,Indore,organic
3113,2024-05-05,India,Indore,ads
3114,2022-06-22,India,Jammu,ads
3115,2023-04-12,India,Indore,ads
3116,2023-08-04,India,Delhi,referral
3117,2023-02-20,India,Pune,referral
3118,2023-03-25,India,Pune,ads
3119,2022-03-28,India,Mumbai,referral
3120,2022-04-11,India,Mumbai,organic
3121,2022-01-08,India,Indore,organic
3122,2024-04-24,India,Pune,ads
3123,2022-07-19,India,Delhi,organic
3124,2023-05-20,India,Delhi,ads
3125,2022-03-28,India,Delhi,ads
3126,2022-02-12,India,Indore,organic
3127,2023-01-20,India,Indore,referral
3128,2023-09-13,India,Jammu,organic
3129,2023-03-11,India,Delhi,referral
3130,2023-02-12,India,Delhi,referral
3131,2023-04-28,India,Indore,ads
3132,2023-10-26,India,Indore,ads
3133,2022-01-17,India,Jammu,organic
3134,2023-10-07,India,Jammu,referral
3135,2022-05-28,India,Mumbai,referral
3136,2022-10-04,India,Pune,organic
3137,2022-08-20,India,Delhi,organic
3138,2024-04-05,India,Delhi,organic
3139,2023-01-01,India,Jammu,ads
3140,2022-08-16,India,Jammu,ads
3141,2023-10-13,India,Mumbai,organic
3142,2023-03-12,India,Pune,referral
3143,2023-02-03,India,Mumbai,referral
3144,2022-07-30,India,Pune,ads
3145,2023-01-26,India,Delhi,organic
3146,2023-05-14,India,Mumbai,referral
3147,2023-06-24,India,Jammu,organic
3148,2023-07-17,India,Mumbai,ads
3149,2023-05-06,India,Mumbai,organic
3150,2023-03-18,India,Delhi,organic
3151,2022-09-18,India,Jammu,organic
3152,2024-02-12,India,Jammu,organic
3153,2022-12-16,India,Indore,referral
3154,2022-12-18,India,Indore,ads
3155,2023-06-04,India,Indore,ads
3156,2022-11-16,India,Delhi,organic
3157,2022-05-18,India,Mumbai,ads
3158,2023-07-04,India,Jammu,referral
3159,2023-09-15,India,Jammu,ads
3160,2023-01-03,India,Mumbai,ads
3161,2022-08-08,India,Jammu,referral
3162,2022-12-03,India,Mumbai,ads
3163,2022-08-11,India,Delhi,referral
3164,2023-10-10,India,Delhi,organic
3165,2024-02-07,India,Delhi,ads
3166,2022-12-26,India,Mumbai,referral
3167,2022-11-25,India,Mumbai,ads
3168,2023-04-08,India,Pune,organic
3169,2023-07-15,India,Jammu,ads
3170,2024-03-14,India,Jammu,ads
3171,2023-01-17,India,Pune,referral
3172,2024-04-15,India,Pune,organic
3173,2023-08-13,India,Delhi,ads
3174,2023-09-09,India,Pune,organic
3175,2022-06-18,India,Mumbai,organic
3176,2022-08-05,India,Indore,referral
3177,2023-01-13,India,Mumbai,ads
3178,2022-04-29,India,Pune,referral
3179,2022-07-09,India,Jammu,organic
3180,2024-02-06,India,Mumbai,organic
3181,2023-01-05,India,Jammu,referral
3182,2024-02-17,India,Mumbai,ads
3183,2022-05-29,India,Jammu,ads
3184,2023-11-07,India,Mumbai,ads
3185,2023-10-14,India,Jammu,ads
3186,2024-05-08,India,Indore,ads
3187,2023-05-03,India,Delhi,organic
3188,2024-02-09,India,Mumbai,ads
3189,2023-01-09,India,Indore,ads
3190,2024-02-20,India,Delhi,ads
3191,2023-11-24,India,Mumbai,ads
3192,2022-06-09,India,Indore,ads
3193,2022-12-17,India,Indore,organic
3194,2022-10-15,India,Indore,ads
3195,2022-10-15,India,Pune,referral
3196,2024-06-10,India,Jammu,ads
3197,2022-08-14,India,Delhi,referral
3198,2023-06-07,India,Jammu,ads
3199,2023-06-06,India,Jammu,organic
3200,2024-02-22,India,Jammu,organic
3201,2022-09-30,India,Indore,referral
3202,2023-02-06,India,Jammu,organic
3203,2022-07-02,India,Pune,referral
3204,2023-10-27,India,Mumbai,organic
3205,2023-05-03,India,Indore,organic
3206,2024-04-06,India,Delhi,referral
3207,2024-04-25,India,Mumbai,organic
3208,2022-05-04,India,Mumbai,organic
3209,2023-09-18,India,Mumbai,ads
3210,2024-02-29,India,Jammu,referral
3211,2023-02-18,India,Jammu,ads
3212,2023-12-26,India,Indore,organic
3213,2022-06-21,India,Jammu,ads
3214,2022-10-15,India,Jammu,ads
3215,2023-03-11,India,Jammu,organic
3216,2023-11-17,India,Indore,organic
3217,2022-04-23,India,Indore,ads
3218,2024-06-06,India,Pune,ads
3219,2022-05-02,India,Pune,ads
3220,2023-06-28,India,Pune,organic
3221,2022-08-10,India,Pune,ads
3222,2023-09-23,India,Mumbai,organic
3223,2022-02-08,India,Mumbai,organic
3224,2023-05-12,India,Pune,referral
3225,2024-02-19,India,Pune,ads
3226,2022-08-21,India,Delhi,ads
3227,2023-06-14,India,Mumbai,organic
3228,2022-05-29,India,Delhi,organic
3229,2023-02-01,India,Delhi,ads
3230,2023-10-23,India,Jammu,referral
3231,2023-09-30,India,Indore,ads
3232,2022-10-29,India,Mumbai,ads
3233,2022-12-26,India,Pune,ads
3234,2022-08-26,India,Pune,referral
3235,2023-10-09,India,Indore,ads
3236,2023-10-25,India,Mumbai,ads
3237,2022-08-24,India,Pune,ads
3238,2024-01-06,India,Pune,organic
3239,2022-07-22,India,Jammu,referral
3240,2022-09-13,India,Delhi,ads
3241,2023-08-21,India,Pune,ads
3242,2023-10-24,India,Mumbai,ads
3243,2022-08-23,India,Indore,organic
3244,2022-12-11,India,Jammu,ads
3245,2023-06-18,India,Mumbai,referral
3246,2024-05-09,India,Jammu,ads
3247,2024-03-07,India,Delhi,ads
3248,2024-02-20,India,Pune,ads
3249,2023-04-11,India,Mumbai,referral
3250,2024-02-09,India,Indore,organic
3251,2023-06-25,India,Delhi,referral
3252,2022-08-01,India,Delhi,ads
3253,2023-04-08,India,Jammu,ads
3254,2023-03-12,India,Delhi,organic
3255,2022-10-10,India,Mumbai,organic
3256,2023-07-16,India,Jammu,organic
3257,2023-08-30,India,Delhi,ads
3258,2023-04-08,India,Indore,ads
3259,2023-02-11,India,Mumbai,ads
3260,2022-03-29,India,Indore,organic
3261,2022-02-13,India,Indore,organic
3262,2023-04-06,India,Jammu,referral
3263,2022-10-05,India,Pune,ads
3264,2023-11-14,India,Jammu,referral
3265,2023-02-25,India,Mumbai,ads
3266,2023-12-02,India,Mumbai,ads
3267,2022-12-19,India,Jammu,referral
3268,2023-11-27,India,Pune,organic
3269,2023-05-30,India,Jammu,organic
3270,2023-12-04,India,Mumbai,organic
3271,2023-09-22,India,Pune,ads
3272,2022-01-19,India,Mumbai,organic
3273,2022-01-23,India,Pune,referral
3274,2023-02-17,India,Pune,ads
3275,2022-01-30,India,Jammu,organic
3276,2024-03-17,India,Jammu,organic
3277,2022-04-18,India,Jammu,ads
3278,2023-01-02,India,Pune,ads
3279,2022-10-08,India,Pune,ads
3280,2022-05-08,India,Mumbai,organic
3281,2022-08-17,India,Indore,referral
3282,2022-04-21,India,Jammu,organic
3283,2022-05-16,India,Mumbai,ads
3284,2022-12-28,India,Mumbai,organic
3285,2022-07-05,India,Delhi,referral
3286,2023-10-18,India,Jammu,ads
3287,2023-08-07,India,Mumbai,referral
3288,2022-05-09,India,Delhi,organic
3289,2024-05-25,India,Jammu,ads
3290,2022-09-18,India,Pune,ads
3291,2023-05-30,India,Delhi,organic
3292,2023-03-25,India,Pune,organic
3293,2024-06-18,India,Indore,referral
3294,2022-04-14,India,Indore,organic
3295,2023-04-28,India,Indore,ads
3296,2022-08-12,India,Indore,ads
3297,2024-04-11,India,Mumbai,organic
3298,2024-05-23,India,Indore,ads
3299,2024-05-15,India,Mumbai,organic
3300,2023-05-06,India,Mumbai,ads
3301,2023-04-18,India,Jammu,ads
3302,2022-01-10,India,Mumbai,ads
3303,2023-02-09,India,Mumbai,ads
3304,2024-06-14,India,Indore,organic
3305,2022-10-29,India,Mumbai,ads
3306,2022-08-19,India,Pune,referral
3307,2024-01-01,India,Indore,organic
3308,2022-03-07,India,Delhi,ads
3309,2022-04-22,India,Indore,ads
3310,2022-01-13,India,Mumbai,organic
3311,2023-01-28,India,Pune,ads
3312,2023-05-15,India,Indore,referral
3313,2023-08-21,India,Pune,organic
3314,2022-08-22,India,Delhi,ads
3315,2023-08-25,India,Delhi,organic
3316,2022-11-10,India,Jammu,ads
3317,2023-07-20,India,Jammu,ads
3318,2022-01-12,India,Indore,referral
3319,2022-07-28,India,Jammu,ads
3320,2022-01-14,India,Pune,organic
3321,2023-09-25,India,Jammu,referral
3322,2023-02-22,India,Pune,ads
3323,2023-03-13,India,Jammu,ads
3324,2023-01-12,India,Jammu,ads
3325,2022-01-20,India,Jammu,ads
3326,2023-08-10,India,Mumbai,ads
3327,2024-01-25,India,Mumbai,referral
3328,2024-01-05,India,Jammu,referral
3329,2022-03-11,India,Pune,organic
3330,2024-04-03,India,Indore,ads
3331,2022-07-30,India,Delhi,referral
3332,2022-04-11,India,Mumbai,organic
3333,2023-11-29,India,Jammu,ads
3334,2022-05-12,India,Delhi,ads
3335,2023-09-15,India,Mumbai,ads
3336,2023-01-16,India,Indore,referral
3337,2022-05-12,India,Pune,organic
3338,2022-01-20,India,Jammu,organic
3339,2023-06-20,India,Indore,organic
3340,2022-08-15,India,Mumbai,organic
3341,2022-06-03,India,Jammu,ads
3342,2024-03-15,India,Delhi,organic
3343,2024-01-12,India,Pune,referral
3344,2023-04-14,India,Mumbai,ads
3345,2024-04-01,India,Pune,referral
3346,2024-05-20,India,Jammu,ads
3347,2023-02-09,India,Indore,ads
3348,2022-07-21,India,Pune,organic
3349,2022-02-07,India,Delhi,referral
3350,2024-02-11,India,Mumbai,ads
3351,2022-07-07,India,Delhi,organic
3352,2022-02-26,India,Pune,ads
3353,2022-01-20,India,Indore,organic
3354,2022-09-30,India,Indore,ads
3355,2022-04-29,India,Delhi,ads
3356,2023-08-06,India,Jammu,ads
3357,2023-05-31,India,Jammu,ads
3358,2022-08-09,India,Indore,ads
3359,2023-06-10,India,Delhi,organic
3360,2023-05-30,India,Delhi,ads
3361,2023-12-29,India,Delhi,ads
3362,2024-01-11,India,Pune,ads
3363,2022-12-02,India,Jammu,ads
3364,2023-11-29,India,Jammu,ads
3365,2022-02-24,India,Pune,ads
3366,2023-05-15,India,Mumbai,ads
3367,2024-06-18,India,Pune,ads
3368,2024-06-06,India,Delhi,organic
3369,2024-02-05,India,Pune,organic
3370,2023-06-20,India,Delhi,ads
3371,2022-06-11,India,Indore,ads
3372,2023-11-01,India,Delhi,ads
3373,2023-08-17,India,Jammu,ads
3374,2022-06-08,India,Pune,ads
3375,2022-07-07,India,Delhi,organic
3376,2022-03-01,India,Mumbai,ads
3377,2024-03-27,India,Indore,referral
3378,2022-11-15,India,Mumbai,ads
3379,2024-05-27,India,Mumbai,organic
3380,2022-07-30,India,Mumbai,organic
3381,2023-02-10,India,Indore,ads
3382,2023-10-26,India,Indore,ads
3383,2022-04-19,India,Indore,organic
3384,2022-03-17,India,Indore,referral
3385,2023-06-26,India,Mumbai,ads
3386,2022-11-10,India,Jammu,ads
3387,2022-04-27,India,Jammu,ads
3388,2024-05-17,India,Indore,ads
3389,2023-12-05,India,Pune,referral
3390,2022-01-19,India,Delhi,organic
3391,2023-03-08,India,Pune,ads
3392,2023-11-16,India,Pune,ads
3393,2024-01-10,India,Pune,ads
3394,2022-12-16,India,Jammu,referral
3395,2022-07-02,India,Delhi,referral
3396,2022-04-23,India,Pune,ads
3397,2022-07-02,India,Indore,ads
3398,2023-04-26,India,Jammu,referral
3399,2022-05-26,India,Indore,ads
3400,2024-04-10,India,Indore,ads
3401,2023-09-20,India,Pune,ads
3402,2022-04-23,India,Indore,ads
3403,2024-02-02,India,Delhi,ads
3404,2023-04-21,India,Indore,referral
3405,2024-02-02,India,Pune,organic
3406,2022-10-30,India,Indore,ads
3407,2024-04-04,India,Jammu,ads
3408,2022-04-28,India,Jammu,organic
3409,2024-03-23,India,Jammu,ads
3410,2022-06-10,India,Mumbai,ads
3411,2023-02-05,India,Jammu,ads
3412,2022-07-17,India,Jammu,organic
3413,2022-09-17,India,Mumbai,ads
3414,2023-10-22,India,Jammu,ads
3415,2024-01-22,India,Pune,ads
3416,2022-02-16,India,Jammu,ads
3417,2023-02-03,India,Jammu,referral
3418,2023-12-11,India,Mumbai,organic
3419,2023-07-13,India,Pune,ads
3420,2022-03-19,India,Indore,ads
3421,2022-05-04,India,Delhi,organic
3422,2022-03-16,India,Pune,ads
3423,2024-05-20,India,Indore,organic
3424,2022-05-17,India,Pune,organic
3425,2023-08-25,India,Indore,ads
3426,2023-02-04,India,Indore,referral
3427,2024-04-16,India,Pune,ads
3428,2023-05-20,India,Mumbai,ads
3429,2023-05-15,India,Pune,organic
3430,2023-07-27,India,Pune,referral
3431,2022-05-18,India,Indore,organic
3432,2022-02-19,India,Delhi,organic
3433,2024-02-10,India,Indore,ads
3434,2023-09-11,India,Jammu,ads
3435,2023-09-17,India,Pune,ads
3436,2024-05-11,India,Pune,organic
3437,2022-09-11,India,Mumbai,ads
3438,2023-09-22,India,Indore,ads
3439,2023-12-11,India,Mumbai,referral
3440,2024-04-28,India,Pune,ads
3441,2024-05-26,India,Indore,ads
3442,2023-07-17,India,Indore,ads
3443,2024-01-27,India,Jammu,ads
3444,2023-03-02,India,Jammu,ads
3445,2023-07-01,India,Delhi,ads
3446,2022-10-29,India,Jammu,ads
3447,2023-08-04,India,Indore,ads
3448,2022-12-15,India,Jammu,ads
